date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:03:38	1011580/1011580	---M--	200	added ('OK')	video/mp4	etag:%2266e6f776-f6f7c%22	https://harmony-ai.app/assets/videos/customers/customer2.mp4	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/videos/customers/customer2.mp4	(from https://harmony-ai.app/customers)
11:03:38	591942/591942	---M--	200	added ('OK')	video/mp4	etag:%2266e6f776-90846%22	https://harmony-ai.app/assets/videos/customers/customer4.mp4	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/videos/customers/customer4.mp4	(from https://harmony-ai.app/customers)
11:03:38	191391/191391	---M--	200	added ('OK')	video/mp4	etag:%2266e6f776-2eb9f%22	https://harmony-ai.app/assets/videos/customers/customer1.mp4	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/videos/customers/customer1.mp4	(from https://harmony-ai.app/customers)
11:03:38	1604/1604	---M--	200	added ('OK')	application/javascript	etag:%2266e6f772-644%22	https://harmony-ai.app/assets/js/slidercustomers.js	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/js/slidercustomers.js	(from https://harmony-ai.app/customers)
11:03:39	1084/1084	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f772-43c%22	https://harmony-ai.app/assets/img/ai/bg-re-bot.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/ai/bg-re-bot.svg	(from https://harmony-ai.app/assets/css/pages/ai.css)
11:03:39	865/865	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f774-361%22	https://harmony-ai.app/assets/img/contact/contact-bg.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/contact/contact-bg.svg	(from https://harmony-ai.app/assets/css/pages/contact.css)
11:03:40	1000/1000	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f775-3e8%22	https://harmony-ai.app/assets/img/home/start-bg.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/home/start-bg.svg	(from https://harmony-ai.app/assets/css/pages/home.css)
11:03:40	151/151	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f776-97%22	https://harmony-ai.app/assets/img/pricing/dot-mark.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/pricing/dot-mark.svg	(from https://harmony-ai.app/assets/css/pages/pricing.css)
11:03:40	480306/480306	---M--	200	added ('OK')	image/png	etag:%2266e6f772-75432%22	https://harmony-ai.app/assets/img/ai/bg-start-ai.png	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/ai/bg-start-ai.png	(from https://harmony-ai.app/assets/css/pages/ai.css)
11:03:40	18540/18540	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f775-486c%22	https://harmony-ai.app/assets/img/pricing/bg-wide.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/pricing/bg-wide.svg	(from https://harmony-ai.app/assets/css/pages/pricing.css)
11:03:41	145/145	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f776-91%22	https://harmony-ai.app/assets/img/pricing/dot-marks-black.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/pricing/dot-marks-black.svg	(from https://harmony-ai.app/assets/css/pages/pricing.css)
11:03:41	576/576	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f775-240%22	https://harmony-ai.app/assets/img/pricing/bg-pre-bottom.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/pricing/bg-pre-bottom.svg	(from https://harmony-ai.app/assets/css/pages/pricing.css)
11:03:41	1558/1558	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f776-616%22	https://harmony-ai.app/assets/img/security/bg-start-sec.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/security/bg-start-sec.svg	(from https://harmony-ai.app/assets/css/pages/security.css)
11:04:28	36016506/36016506	---M--	200	added ('OK')	video/mp4	etag:%2266e6f77a-225917a%22	https://harmony-ai.app/assets/videos/security/security.mp4	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/videos/security/security.mp4	(from https://harmony-ai.app/security)
